Vertice, Descoberto, Finalizado
3318,2718,17271
3319,2279,17712
3320,5394,14513
3321,2741,17248
3322,6165,6166
3323,4975,14960
3324,6758,12977
3325,5706,14173
3326,6188,13647
3327,3719,16254
3328,1185,18810
3329,4110,15859
3330,4816,15133
3331,3600,16375
3332,3802,16169
3333,1834,18159
3334,10189,10190
3335,5074,14855
3336,5024,14907
3337,2929,17054
3338,3363,16614
3339,3859,16114
3340,3520,16457
3341,1669,18324
3342,3632,16343
3343,3966,16003
3344,4469,15496
3345,3453,16524
3346,3998,3999
3347,5296,14615
3348,5972,13889
3349,1751,18242
3350,4237,15730
3351,5152,14771
3352,3828,16143
3353,3052,16931
3354,3739,16234
3355,888,19107
3356,2678,17311
3357,2419,17572
3358,2668,17321
3359,2588,17401
3360,4163,15804
3361,4777,15176
3362,2624,17365
3363,1837,18156
3364,3554,16421
3365,4953,14982
3366,5224,14691
3367,3031,16952
3368,1737,18256
3369,5682,14197
3370,4229,15738
3371,1786,18207
3372,6268,13551
3373,1831,18162
3374,5619,14270
3375,2792,17197
3376,1085,18910
3377,2793,17196
3378,2328,17663
3379,2417,17574
3380,4263,15704
3381,6067,13788
3382,3751,16222
3383,3455,16522
3384,4719,15238
3385,3009,16974
3386,5519,14376
3387,2201,17790
3388,4444,15523
3389,5068,14861
3390,5361,14550
3391,7751,11840
3392,3337,16640
3393,4954,14981
3394,3700,16273
3395,4490,15475
3396,1545,18448
3397,1759,18234
3398,3103,16880
3399,4073,15896
3400,3117,16866
3401,1600,18393
3402,6409,13392
3403,1422,18571
3404,6630,13125
3405,5528,14367
3406,1042,18953
3407,986,19009
3408,7268,12399
3409,2720,17269
3410,3282,16695
3411,4334,15631
3412,2035,17958
3413,3582,16393
3414,4746,15211
3415,3542,16433
3416,3972,15997
3417,2767,17222
3418,4952,14983
3419,2769,17220
3420,4265,15702
3421,2795,17194
3422,2438,17553
3423,6843,12868
3424,4207,15760
3425,2806,17183
3426,5103,14826
3427,8675,10540
3428,2731,17258
3429,8098,11409
3430,5233,14680
3431,3064,16919
3432,4513,15450
3433,2457,17532
3434,2093,17900
3435,3121,16862
3436,5471,14430
3437,2784,17205
3438,3249,16728
3439,4309,15656
3440,6743,12996
3441,3926,16043
3442,5817,14050
3443,4477,15488
3444,2857,17128
3445,4153,15814
3446,4406,15559
3447,4125,15844
3448,7721,11880
3449,3356,16621
3450,4095,15874
3451,3350,16627
3452,3592,16383
3453,2620,17369
3454,5398,14509
3455,5701,14178
3456,5613,14276
3457,5062,14867
3458,1994,17999
3459,5260,14651
3460,1806,18187
3461,292,19707
3462,3769,16204
3463,4609,15352
3464,6169,13670
3465,3344,16633
3466,2827,17158
3467,7019,12670
3468,4063,15906
3469,1547,18446
3470,4987,14946
3471,4535,15428
3472,5423,14484
3473,4105,15864
3474,188,19811
3475,4802,15147
3476,3978,15991
3477,2589,17400
3478,2427,17564
3479,3517,16460
3480,6364,6365
3481,5815,14052
3482,900,19095
3483,4713,15244
3484,2785,17204
3485,2490,17499
3486,1041,18954
3487,1855,18138
3488,1747,18246
3489,546,19449
3490,1125,18870
3491,7176,12485
3492,3463,16514
3493,4019,15950
3494,4672,15287
3495,3829,16142
3496,5163,14758
3497,4152,15815
3498,3954,16015
3499,2188,17803
3500,734,19261
3501,4475,15490
3502,3245,16734
3503,6348,13461
3504,5825,14040
3505,5498,14399
3506,5390,14517
3507,4387,15578
3508,6712,13035
3509,3234,16745
3510,5589,14304
3511,5803,14066
3512,1891,18102
3513,2090,17903
3514,5438,14467
3515,2429,17562
3516,3607,16368
3517,3960,16009
3518,6750,12989
3519,2001,17992
3520,974,19021
3521,3414,16563
3522,7616,11999
3523,3312,16665
3524,3869,16104
3525,2522,17467
3526,5543,14352
3527,3043,16940
3528,2908,17075
3529,2077,17916
3530,1829,18164
3531,1938,18055
3532,4554,15409
3533,1845,18148
3534,2158,17833
3535,3983,15986
3536,5585,14308
3537,615,19380
3538,2673,17316
3539,4021,15948
3540,2447,17544
3541,1947,18046
3542,4103,15866
3543,6475,13308
3544,4316,15649
3545,1315,18680
3546,4020,15949
3547,3544,16431
3548,3820,16151
3549,1244,18751
3550,2324,17667
3551,2170,17821
3552,6264,13555
3553,4681,15276
3554,3957,16012
3555,5814,14053
3556,1958,18035
3557,645,19350
3558,3724,16249
3559,3888,16081
3560,5752,14119
3561,981,19014
3562,5559,14336
3563,6164,13675
3564,3199,16784
3565,2712,17277
3566,3527,16450
3567,972,19023
3568,1143,18852
3569,3095,16888
3570,5931,13934
3571,2836,17149
3572,4875,15066
3573,3136,16847
3574,4791,15158
3575,5663,14218
3576,2477,17512
3577,6159,13680
3578,4932,15003
3579,3884,16085
3580,4511,15452
3581,5855,14006
3582,1809,18184
3583,4810,15139
3584,740,19255
3585,4470,15495
3586,4440,15527
3587,6374,13431
3588,3231,16748
3589,2496,17493
3590,3367,16610
3591,4775,15178
3592,2991,16992
3593,579,19416
3594,7159,7160
3595,5134,14789
3596,7328,12329
3597,5978,13881
3598,2375,17616
3599,5283,14628
3600,3175,16808
3601,2254,17737
3602,5777,14096
3603,5871,13992
3604,3626,16349
3605,125,19874
3606,4617,15344
3607,6252,13569
3608,782,19213
3609,5905,13958
3610,4751,15206
3611,5460,14441
3612,3755,16218
3613,1282,18713
3614,6567,13210
3615,4667,15292
3616,1799,18194
3617,5117,14812
3618,4243,15724
3619,4630,15331
3620,3417,16560
3621,3236,16743
3622,2987,16996
3623,3128,16855
3624,463,19532
3625,1170,18825
3626,2889,17094
3627,651,19344
3628,5212,14705
3629,419,19578
3630,220,19779
3631,154,19845
3632,2548,17441
3633,5036,14893
3634,1848,18145
3635,2608,17381
3636,2869,17116
3637,2935,17048
3638,6466,13321
3639,3392,16585
3640,827,19168
3641,3180,16803
3642,2376,17615
3643,12247,12248
3644,4900,15037
3645,3014,16969
3646,4072,15897
3647,2853,17132
3648,3336,16641
3649,4427,15540
3650,2865,17120
3651,1284,18711
3652,4657,15304
3653,3303,16674
3654,1709,18284
3655,1366,18627
3656,3571,16404
3657,5581,14312
3658,4024,15945
3659,1465,18528
3660,4183,15784
3661,1942,18051
3662,1792,18201
3663,1833,18160
3664,3784,16187
3665,5081,14848
3666,2655,17334
3667,3610,16365
3668,3487,16490
3669,3541,16434
3670,7883,11682
3671,2045,17948
3672,4808,15141
3673,3160,16823
3674,2271,17720
3675,5697,14182
3676,6997,12690
3677,5785,14088
3678,2487,17502
3679,4740,15217
3680,4699,15258
3681,4454,15513
3682,1811,18182
3683,6220,13603
3684,4624,15337
3685,1260,18735
3686,1518,18475
3687,1109,18886
3688,545,19450
3689,3381,16596
3690,3426,16551
3691,3712,16261
3692,5574,14319
3693,2462,17527
3694,3366,16611
3695,7539,12066
3696,3690,16283
3697,5595,14296
3698,4100,15869
3699,446,19551
3700,3393,16584
3701,1578,18415
3702,4079,15890
3703,6811,12912
3704,4633,15328
3705,4166,15801
3706,2776,17213
3707,1768,18225
3708,6421,13378
3709,3084,16899
3710,3044,16939
3711,4560,15401
3712,4813,15136
3713,6332,13473
3714,3135,16848
3715,3470,16507
3716,1946,18047
3717,4544,15419
3718,2699,17290
3719,478,19517
3720,4771,15182
3721,3107,16876
3722,8503,8504
3723,4576,15385
3724,2728,17261
3725,4529,15434
3726,4866,15075
3727,3365,16612
3728,5359,14552
3729,2989,16994
3730,3119,16864
3731,2928,17055
3732,1508,18485
3733,6062,13793
3734,4287,15678
3735,2861,17124
3736,3744,16229
3737,4717,15240
3738,3689,16284
3739,3765,16208
3740,2323,17668
3741,5513,14380
3742,4296,15669
3743,4978,14955
3744,3981,15988
3745,2577,17412
3746,3506,16471
3747,5433,14472
3748,3036,16947
3749,1698,18295
3750,2880,17103
3751,4360,15605
3752,3971,15998
3753,3948,16021
3754,3934,16035
3755,839,19156
3756,2539,17450
3757,7022,12667
3758,3856,16117
3759,5327,14586
3760,1229,18766
3761,3142,16841
3762,2344,17647
3763,4249,15718
3764,3004,16979
3765,2944,17039
3766,2177,17814
3767,3526,16451
3768,4892,15049
3769,4247,15720
3770,7036,12649
3771,4194,15773
3772,5193,14724
3773,5002,14931
3774,3259,16718
3775,4288,15677
3776,6731,13014
3777,1889,18104
3778,4503,15460
3779,4715,15242
3780,2679,17310
3781,1715,18278
3782,15404,15405
3783,2034,17959
3784,3915,16054
3785,6217,13606
3786,4868,15073
3787,5482,14417
3788,7077,12596
3789,4022,15947
3790,5707,14172
3791,1602,18391
3792,6469,13318
3793,3202,16781
3794,3680,16293
3795,4225,15742
3796,2098,17895
3797,8347,8348
3798,3434,16543
3799,2727,17262
3800,4264,15703
3801,4492,15473
3802,2866,17119
3803,3466,16511
3804,3467,16510
3805,3042,16941
3806,3017,16966
3807,4890,15051
3808,617,19378
3809,4455,15512
3810,3584,16391
3811,4208,15759
3812,5529,14366
3813,4123,15846
3814,2501,17488
3815,5876,13987
3816,4589,15372
3817,1180,18815
3818,5360,14551
3819,4284,15681
3820,980,19015
3821,4139,15830
3822,4053,15916
3823,5332,14579
3824,4121,15848
3825,4350,15615
3826,3349,16628
3827,5258,14653
3828,1392,18601
3829,3239,16740
3830,5652,14235
3831,3563,16412
3832,3837,16134
3833,6406,13395
3834,4669,15290
3835,1658,18335
3836,5161,14760
3837,2092,17901
3838,3171,16812
3839,3415,16562
3840,3127,16856
3841,3108,16875
3842,3726,16247
3843,4888,15053
3844,5584,14309
3845,2999,16984
3846,6060,13795
3847,2285,17706
3848,4557,15406
3849,3870,16103
3850,4074,15895
3851,4442,15525
3852,3069,16914
3853,1756,18237
3854,3879,16094
3855,3096,16887
3856,4305,15660
3857,4605,15356
3858,2732,17257
3859,4155,15812
3860,2905,17078
3861,3468,16509
3862,3238,16741
3863,2896,17087
3864,5235,14678
3865,3075,16908
3866,398,19601
3867,6468,13319
3868,4366,15599
3869,1283,18712
3870,2296,17695
3871,1972,18021
3872,5077,14852
3873,4512,15451
3874,3268,16709
3875,4398,15567
3876,4172,15795
3877,5056,14873
3878,6190,13643
3879,4626,15335
3880,6383,13422
3881,3619,16356
3882,5040,14889
3883,6138,13703
3884,6565,13212
3885,1988,18005
3886,6594,13173
3887,4628,15333
3888,2643,17346
3889,3703,16270
3890,4999,14934
3891,2707,17282
3892,6253,13568
3893,3216,16763
3894,6572,13199
3895,4381,15584
3896,5145,14778
3897,5525,14370
3898,4936,14999
3899,2007,17986
3900,4386,15579
3901,1351,18642
3902,4310,15655
3903,3403,16574
3904,5916,13947
3905,6283,13532
3906,4275,15692
3907,2567,17422
3908,2677,17312
3909,4448,15519
3910,3538,16437
3911,3868,16105
3912,3287,16690
3913,3501,16476
3914,3410,16567
3915,2904,17079
3916,2180,17811
3917,2633,17356
3918,7071,12604
3919,3401,16576
3920,4871,15070
3921,10205,10240
3922,3935,16034
3923,2982,17001
3924,1899,18094
3925,2821,17166
3926,2171,17820
3927,3161,16822
3928,3223,16756
3929,3319,16658
3930,2391,17600
3931,6103,13742
3932,5897,13966
3933,5290,14621
3934,6992,12701
3935,3325,16652
3936,4378,15587
3937,2210,17781
3938,3572,16403
3939,3243,16736
3940,4031,15938
3941,7032,12653
3942,990,19005
3943,6341,13468
3944,2756,17233
3945,3576,16399
3946,4484,15481
3947,1255,18740
3948,4293,15672
3949,4384,15581
3950,5093,14836
3951,790,19205
3952,3614,16361
3953,6288,13527
3954,6250,13571
3955,5488,14411
3956,5282,14629
3957,7403,12238
3958,4443,15524
3959,3271,16706
3960,4453,15514
3961,4433,15534
3962,4502,15461
3963,4539,15424
3964,1536,18457
3965,5113,14816
3966,1531,18462
3967,5073,14856
3968,1265,18730
3969,1145,18850
3970,2948,17035
3971,5487,14412
3972,4165,15802
3973,8280,11091
3974,3024,16959
3975,4818,15131
3976,2740,17249
3977,5454,14447
3978,4898,15039
3979,5252,14659
3980,6489,13294
3981,3615,16360
3982,3906,16063
3983,3768,16205
3984,5066,14863
3985,5151,14772
3986,2978,17005
3987,5496,14403
3988,3800,16171
3989,3283,16694
3990,1378,18615
3991,6117,13728
3992,4052,15917
3993,4132,15837
3994,2734,17255
3995,3473,16504
3996,4097,15872
3997,3797,16174
3998,3883,16086
3999,2724,17265
4000,3181,16802
4001,3006,16977
4002,2951,17032
4003,2460,17529
4004,2698,17291
4005,6297,13516
4006,4036,15933
4007,4976,14959
4008,4603,15358
4009,5187,14730
4010,5143,14780
4011,7375,12276
4012,2449,17542
4013,1725,18268
4014,4299,15666
4015,2543,17446
4016,1967,18026
4017,4318,15647
4018,2689,17300
4019,1591,18402
4020,3704,16269
4021,3140,16843
4022,4075,15894
4023,2400,17591
4024,2030,17963
4025,3599,16376
4026,280,19719
4027,4434,15533
4028,3509,16468
4029,22,19977
4030,5453,14448
4031,5812,14055
4032,4361,15604
4033,6334,6335
4034,4283,15682
4035,3364,16613
4036,1364,18629
4037,3818,16153
4038,3286,16691
4039,6122,13721
4040,3371,16606
4041,1504,18489
4042,5263,14648
4043,2875,17108
4044,970,19025
4045,3993,15976
4046,3660,16313
4047,4109,15860
4048,2133,17860
4049,2200,17791
4050,3863,16110
4051,5455,14446
4052,4981,14952
4053,1789,18204
4054,5184,14737
4055,5868,13995
4056,5597,14294
4057,4859,15086
4058,3313,16664
4059,2888,17095
4060,2276,17715
4061,4003,15968
4062,1456,18537
4063,1716,18277
4064,4416,15549
4065,3608,16367
4066,7295,12370
4067,327,19672
4068,6441,13348
4069,4707,15250
4070,1706,18287
4071,3895,16074
4072,5035,14896
4073,5046,14883
4074,5534,14361
4075,4083,15886
4076,2294,17697
4077,5369,14540
4078,6474,13309
4079,2564,17425
4080,3776,16197
4081,4468,15497
4082,2737,17252
4083,3763,16210
4084,3480,16497
4085,4271,15696
4086,2371,17620
4087,6235,13586
4088,3557,16418
4089,3380,16597
4090,5125,14798
4091,3061,16922
4092,2993,16990
4093,5970,13891
4094,6634,13121
4095,4937,14998
4096,1785,18208
4097,3543,16432
4098,3593,16382
4099,2504,17485
4100,2814,17173
4101,3441,16536
4102,2259,17732
4103,3435,16542
4104,5138,14785
4105,1654,18339
4106,4038,15931
4107,6526,13251
4108,5188,14729
4109,5758,14113
4110,3156,16827
4111,5137,14786
4112,6111,13734
4113,4127,15842
4114,4150,15817
4115,3247,16730
4116,5591,14300
4117,4260,15707
4118,5013,14918
4119,7198,12471
4120,6245,13576
4121,4175,15792
4122,4148,15819
4123,1794,18199
4124,3896,16073
4125,3878,16095
4126,4923,15012
4127,4685,15272
4128,3628,16347
4129,3436,16541
4130,3384,16593
4131,2359,17632
4132,3182,16801
4133,4026,15943
4134,2012,17981
4135,3549,16426
4136,2537,17452
4137,3361,16616
4138,9077,10116
4139,2748,17241
4140,4962,14971
4141,1722,18271
4142,6649,13106
4143,1797,18196
4144,6388,13417
4145,3968,16001
4146,5540,14355
4147,1396,18597
4148,6729,13016
4149,4431,15536
4150,3533,16442
4151,4012,15959
4152,3263,16714
4153,3548,16427
4154,4800,15149
4155,1216,18779
4156,2039,17954
4157,3564,16411
4158,4869,15072
4159,3955,16014
4160,5551,14344
4161,3918,16051
4162,4117,15852
4163,7164,12501
4164,6230,13591
4165,2379,17612
4166,17181,17182
4167,1072,18923
4168,3071,16912
4169,4259,15708
4170,3212,16769
4171,1901,18092
4172,4691,15266
4173,4085,15884
4174,4553,15410
4175,5078,14851
4176,3333,16644
4177,5182,14739
4178,3020,16963
4179,5848,14013
4180,3645,16330
4181,3930,16039
4182,4965,14968
4183,4349,15616
4184,5751,14120
4185,3839,16132
4186,69,19930
4187,2726,17263
4188,5097,14832
4189,2538,17451
4190,1778,18215
4191,7045,12638
4192,5005,14928
4193,2329,17662
4194,5726,14151
4195,3625,16350
4196,4660,15299
4197,2197,17794
4198,4514,15449
4199,754,19241
4200,4996,14937
4201,3736,16237
4202,3696,16277
4203,426,19571
4204,3179,16804
4205,4563,15398
4206,2562,17427
4207,5747,14124
4208,4200,15767
4209,1726,18267
4210,3815,16156
4211,4580,15381
4212,3710,16263
4213,6207,13622
4214,5285,14626
4215,6375,13430
4216,3032,16951
4217,3920,16049
4218,3472,16505
4219,6160,13679
4220,4803,15146
4221,1048,18947
4222,3115,16868
4223,2846,17139
4224,2388,17603
4225,5644,14243
4226,1320,18675
4227,4659,15300
4228,4743,15214
4229,4328,15637
4230,3360,16617
4231,7130,12535
4232,2981,17002
4233,4257,15710
4234,4677,15282
4235,3362,16615
4236,4896,15043
4237,3438,16539
4238,3300,16677
4239,5864,5865
4240,3756,16217
4241,5241,14670
4242,2713,17276
4243,4353,15612
4244,4623,15338
4245,7039,12642
4246,2897,17086
4247,4526,15437
4248,6878,12827
4249,4811,15138
4250,5411,14496
4251,2977,17006
4252,5530,14365
4253,2924,17059
4254,3721,16252
4255,2084,17909
4256,1775,18218
4257,4989,14944
4258,7155,12506
4259,3874,16099
4260,4071,15898
4261,5284,14627
4262,3224,16755
4263,5859,14002
4264,4356,15609
4265,6263,13556
4266,6162,13677
4267,4579,15382
4268,4077,15892
4269,5660,14225
4270,3594,16381
4271,5131,14792
4272,4399,15566
4273,6281,13534
4274,3911,16058
4275,5385,14522
4276,2303,17688
4277,2775,17214
4278,8284,11079
4279,3866,16107
4280,2519,17470
4281,3742,16231
4282,4370,15595
4283,3394,16583
4284,9030,9043
4285,4395,15570
4286,6131,13712
4287,5790,14083
4288,3060,16923
4289,5541,14354
4290,3864,16109
4291,5501,14396
4292,4546,15417
4293,5231,14684
4294,2586,17403
4295,2521,17468
4296,3114,16869
4297,5019,14912
4298,5699,14180
4299,3178,16805
4300,4322,15643
4301,4867,15074
4302,4848,15099
4303,4170,15797
4304,2498,17491
4305,5335,14574
4306,2022,17971
4307,2922,17061
4308,1975,18018
4309,5395,14512
4310,2990,16993
4311,3553,16422
4312,6755,12982
4313,5292,14619
4314,6869,12836
4315,5336,14573
4316,3940,16029
4317,3631,16344
4318,6059,13796
4319,3835,16136
4320,5237,14676
4321,3411,16566
4322,1930,18063
4323,5192,14725
4324,3814,16157
4325,5750,14121
4326,1373,18620
4327,1420,18573
4328,4839,15108
4329,4472,15493
4330,5173,14748
4331,4317,15648
4332,4877,15064
4333,6879,12826
4334,6455,13334
4335,2416,17575
4336,3816,16155
4337,6294,13521
4338,5702,14177
4339,7371,12278
4340,4058,15911
4341,5963,13900
4342,4343,15622
4343,5050,14879
4344,4314,15651
4345,5665,14216
4346,1700,18293
4347,3912,16057
4348,3728,16245
4349,3416,16561
4350,1345,18648
4351,4591,15370
4352,5662,14223
4353,3163,16820
4354,6157,13684
4355,4637,15324
4356,1514,18479
4357,8211,8212
4358,3413,16564
4359,4327,15638
4360,1186,18809
4361,5087,14842
4362,5154,14769
4363,895,19100
4364,2926,17057
4365,3018,16965
4366,5115,14814
4367,4949,14986
4368,8719,10468
4369,2080,17913
4370,5215,14702
4371,4782,15169
4372,6096,13749
4373,3698,16275
4374,5573,14320
4375,5166,14755
4376,4646,15315
4377,2339,17652
4378,3037,16946
4379,6049,13806
4380,2068,17925
4381,3109,16874
4382,3922,16047
4383,6846,12859
4384,5414,14491
4385,2257,17734
4386,5141,14782
4387,2970,17013
4388,1678,18315
4389,15076,15077
4390,4619,15342
4391,5638,14249
4392,4383,15582
4393,5472,14429
4394,9437,9440
4395,3228,16751
4396,4371,15594
4397,7922,11627
4398,2174,17817
4399,3540,16435
4400,2236,17755
4401,2308,17683
4402,4018,15953
4403,4090,15879
4404,6018,13837
4405,5386,14521
4406,4824,15125
4407,5291,14620
4408,2843,17142
4409,1565,18428
4410,6450,13339
4411,5907,13956
4412,5668,14213
4413,8107,11384
4414,3748,16225
4415,5177,14744
4416,3902,16067
4417,4725,15232
4418,4179,15788
4419,5122,14805
4420,4522,15441
4421,4974,14961
4422,818,19177
4423,3589,16386
4424,6697,13050
4425,6055,13800
4426,3254,16723
4427,6718,13029
4428,2244,17747
4429,4833,15116
4430,3210,16771
4431,1796,18197
4432,6922,12789
4433,6239,13582
4434,7097,12574
4435,4417,15548
4436,9110,9119
4437,2891,17092
4438,4588,15373
4439,3903,16066
4440,5734,14143
4441,6091,13754
4442,3386,16591
4443,3276,16701
4444,4396,15569
4445,4401,15564
4446,3824,16147
4447,3761,16212
4448,4710,15247
4449,1784,18209
4450,4774,15179
4451,5735,14142
4452,622,19373
4453,3270,16707
4454,2444,17547
4455,5946,13917
4456,5424,14483
4457,885,19110
4458,4452,15515
4459,2273,17718
4460,4714,15243
4461,4735,15222
4462,6439,13350
4463,19534,19535
4464,5218,14697
4465,2355,17636
4466,5207,14710
4467,5262,14649
4468,4372,15593
4469,8094,11413
4470,4474,15491
4471,5789,14084
4472,4373,15592
4473,3213,16766
4474,8047,8048
4475,2514,17475
4476,3226,16753
4477,4886,15055
4478,2513,17476
4479,3806,16165
4480,5397,14510
4481,4280,15685
4482,5331,14580
4483,4785,15164
4484,1372,18621
4485,5798,14073
4486,4234,15733
4487,4491,15474
4488,4211,15756
4489,4860,15083
4490,3327,16650
4491,5490,14409
4492,2801,17188
4493,2988,16995
4494,5718,14163
4495,3760,16213
4496,4184,15783
4497,3687,16286
4498,4992,14941
4499,2469,17520
4500,5924,13941
4501,4565,15396
4502,5773,14100
4503,6591,13176
4504,4138,15831
4505,5506,14391
4506,2764,17225
4507,4536,15427
4508,5727,14150
4509,3684,16289
4510,1873,18120
4511,7273,12392
4512,6050,13805
4513,3833,16138
4514,4126,15843
4515,7572,12041
4516,2868,17117
4517,7720,11881
4518,4295,15670
4519,4865,15078
4520,5032,14899
4521,1868,18125
4522,4926,15009
4523,3730,16243
4524,2175,17816
4525,4639,15322
4526,2701,17288
4527,4467,15498
4528,5121,14806
4529,3629,16346
4530,3851,16122
4531,4086,15883
4532,5076,14853
4533,5796,14077
4534,2463,17526
4535,6311,13496
4536,3444,16533
4537,3353,16624
4538,5015,14916
4539,5743,14128
4540,5475,14424
4541,4017,15954
4542,1760,18233
4543,4313,15652
4544,6789,12936
4545,5323,14590
4546,11284,11297
4547,901,19094
4548,3988,15981
4549,5045,14884
4550,3151,16832
4551,4741,15216
4552,4291,15674
4553,2240,17751
4554,6329,13476
4555,2742,17247
4556,6880,12825
4557,1207,18788
4558,3423,16554
4559,5160,14761
4560,6309,13504
4561,4858,15087
4562,495,19500
4563,5459,14442
4564,6586,13183
4565,6300,13513
4566,4411,15554
4567,4906,15031
4568,5408,14499
4569,2086,17907
4570,5504,14393
4571,4648,15313
4572,3059,16924
4573,6005,13852
4574,6416,6419
4575,4971,14964
4576,6084,13761
4577,1888,18105
4578,1770,18223
4579,5612,14277
4580,4640,15321
4581,7333,12324
4582,6740,13001
4583,13762,13765
4584,4897,15042
4585,3131,16852
4586,2680,17309
4587,2009,17984
4588,4368,15597
4589,4844,15103
4590,4290,15675
4591,5997,13860
4592,1728,18265
4593,5086,14843
4594,1662,18331
4595,2584,17405
4596,2015,17978
4597,5044,14885
4598,2106,17887
4599,6754,12983
4600,6327,13478
4601,7012,12677
4602,5512,14381
4603,5765,14106
4604,4934,15001
4605,2858,17127
4606,5572,14321
4607,3931,16038
4608,4476,15489
4609,6027,13828
4610,2980,17003
4611,5425,14482
4612,3715,16258
4613,4307,15658
4614,4380,15585
4615,3928,16041
4616,4959,14974
4617,4596,15365
4618,3766,16207
4619,2420,17571
4620,5522,14373
4621,5167,14754
4622,1680,18313
4623,6617,13140
4624,1720,18273
4625,4389,15576
4626,7710,11901
4627,2440,17551
4628,4693,15264
4629,8279,11092
4630,4763,15190
4631,4009,15962
4632,6384,13421
4633,3658,16315
4634,7054,12629
4635,4545,15418
4636,603,19392
4637,4541,15422
4638,4564,15397
4639,7378,12273
4640,3388,16589
4641,7040,12641
4642,3725,16248
4643,4461,15506
4644,1161,18834
4645,7195,7196
4646,2545,17444
4647,4006,15965
4648,5439,14466
4649,3825,16146
4650,4069,15900
4651,6070,13785
4652,2536,17453
4653,2931,17052
4654,3335,16642
4655,1512,18481
4656,8310,11025
4657,5724,14153
4658,3522,16455
4659,6721,13024
4660,6032,13823
4661,5516,5517
4662,3547,16428
4663,6203,13628
4664,4355,15610
4665,4750,15207
4666,3053,16930
4667,4087,15882
4668,5553,14342
4669,2466,17523
4670,5549,14346
4671,4547,15416
4672,1341,18652
4673,6328,13477
4674,3858,16115
4675,4911,15026
4676,6342,13467
4677,6977,12726
4678,845,19150
4679,2409,17582
4680,3397,16580
4681,4276,15691
4682,2996,16987
4683,3482,16495
4684,6256,13563
4685,3805,16166
4686,5429,14476
4687,5886,5887
4688,4586,15375
4689,4990,14943
4690,4520,15443
4691,5010,14923
4692,4137,15832
4693,2553,17436
4694,4891,15050
4695,2652,17337
4696,5375,14532
4697,3639,16336
4698,4278,15689
4699,4240,15727
4700,3008,16975
4701,1880,18113
4702,1272,18723
4703,5902,13961
4704,5640,14247
4705,4344,15621
4706,4298,15667
4707,4274,15693
4708,2526,17463
4709,3150,16833
4710,4308,15657
4711,8149,11278
4712,4320,15645
4713,5988,13869
4714,4789,15160
4715,3580,16395
4716,7460,12171
4717,7869,11696
4718,1846,18147
4719,5847,14014
4720,3317,16660
4721,5389,14518
4722,28,19971
4723,3995,15974
4724,7848,11723
4725,5514,14379
4726,5479,14420
4727,4136,15833
4728,4662,15297
4729,5304,14607
4730,2954,17029
4731,4778,15175
4732,5729,14148
4733,3275,16702
4734,3964,16005
4735,4760,15193
4736,4246,15721
4737,529,19466
4738,5446,14459
4739,2356,17635
4740,2851,17134
4741,4815,15134
4742,7717,11888
4743,7384,12269
4744,9154,9181
4745,3699,16274
4746,5555,14340
4747,4203,15764
4748,902,19093
4749,4404,15561
4750,4762,15191
4751,5198,14719
4752,4729,15228
4753,4825,15124
4754,5933,13932
4755,6805,12918
4756,4980,14953
4757,2717,17272
4758,3402,16575
4759,7971,11562
4760,4198,15769
4761,7020,12669
4762,2829,17156
4763,6959,12746
4764,4118,15851
4765,5012,14921
4766,5049,14880
4767,3407,16570
4768,5683,14196
4769,4703,15254
4770,4189,15778
4771,5704,14175
4772,3770,16203
4773,6323,13482
4774,4663,15296
4775,3974,15995
4776,5344,14565
4777,4688,15269
4778,5880,13983
4779,9721,9738
4780,6204,13627
4781,4409,15556
4782,5277,14634
4783,4720,15237
4784,2936,17047
4785,5427,14478
4786,4375,15590
4787,3168,16815
4788,7073,12602
4789,3118,16865
4790,4217,15750
4791,4067,15902
4792,3258,16719
4793,4324,15641
4794,4393,15572
4795,4168,15799
4796,2706,17283
4797,5593,14298
4798,4348,15617
4799,8198,11201
4800,4641,15320
4801,6983,12716
4802,1693,18300
4803,2639,17350
4804,6255,13566
4805,4048,15921
4806,5565,14330
4807,459,19538
4808,5129,14794
4809,6178,13659
4810,16732,16733
4811,7117,12554
4812,4649,15312
4813,6986,12711
4814,5923,13942
4815,2591,17398
4816,7014,12675
4817,6333,13472
4818,5575,14318
4819,4739,15218
4820,7219,7220
4821,7740,11857
4822,2346,17645
4823,3578,16397
4824,5287,14624
4825,3376,16601
4826,5242,14669
4827,2830,17155
4828,5092,14837
4829,3810,16161
4830,4241,15726
4831,693,19302
4832,4927,15008
4833,6813,12910
4834,2020,17973
4835,3478,16499
4836,4252,15715
4837,953,19042
4838,5975,13886
4839,6305,13508
4840,4436,15531
4841,6410,13389
4842,5599,14292
4843,2850,17135
4844,4376,15589
4845,5507,14390
4846,4122,15847
4847,5782,14091
4848,6827,12888
4849,6369,13436
4850,7873,11694
4851,5642,14245
4852,3149,16834
4853,4543,15420
4854,6387,13418
4855,4001,15970
4856,4209,15758
4857,5428,14477
4858,7912,7915
4859,2448,17543
4860,7102,12569
4861,724,19271
4862,5211,14706
4863,8770,8771
4864,4593,15368
4865,5333,14576
4866,3340,16637
4867,5190,14727
4868,3574,16401
4869,7472,12157
4870,6412,13387
4871,5249,14662
4872,2761,17228
4873,7712,11893
4874,4550,15413
4875,4770,15183
4876,3137,16846
