Vertice, Pai, Distancia
3664,4462,4
3665,4785,4
3666,2467,4
3667,3651,4
3668,6851,5
3669,6018,4
3670,8586,5
3671,404,5
3672,5303,5
3673,3192,4
3674,4180,5
3675,8294,4
3676,8174,4
3677,5271,4
3678,2066,5
3679,758,4
3680,2533,4
3681,3267,4
3682,957,5
3683,8511,5
3684,8349,5
3685,9479,4
3686,9674,3
3687,1922,4
3688,8967,4
3689,4899,5
3690,3184,5
3691,7549,5
3692,2584,5
3693,8771,4
3694,4791,5
3695,1193,6
3696,1771,5
3697,527,5
3698,9186,4
3699,6672,4
3700,4637,4
3701,7032,5
3702,8267,4
3703,909,3
3704,7957,5
3705,373,4
3706,4277,3
3707,8062,5
3708,9423,4
3709,8383,5
3710,4036,4
3711,2183,4
3712,5874,5
3713,8287,4
3714,2723,3
3715,3760,5
3716,5141,4
3717,8332,3
3718,7859,4
3719,1756,5
3720,142,5
3721,361,4
3722,8538,5
3723,799,4
3724,6921,4
3725,7793,5
3726,2557,4
3727,71,4
3728,14,5
3729,9751,4
3730,7661,5
3731,823,4
3732,9919,4
3733,9186,4
3734,6038,3
3735,6046,4
3736,887,3
3737,4200,3
3738,8093,5
3739,7902,5
3740,7774,4
3741,7828,4
3742,7251,4
3743,5691,4
3744,4850,4
3745,7931,5
3746,4277,3
3747,4356,5
3748,1446,4
3749,5586,4
3750,4350,4
3751,5921,5
3752,3366,5
3753,3374,4
3754,662,4
3755,3630,5
3756,3872,4
3757,7210,4
3758,4261,4
3759,6568,5
3760,2075,4
3761,5136,4
3762,3354,4
3763,2818,5
3764,7174,4
3765,7820,4
3766,8032,5
3767,3195,4
3768,8715,5
3769,295,4
3770,887,3
3771,5446,4
3772,9397,5
3773,6282,4
3774,6213,4
3775,4551,4
3776,675,5
3777,5464,4
3778,7474,4
3779,8649,4
3780,6721,5
3781,5877,4
3782,2551,5
3783,8704,4
3784,9852,5
3785,6110,5
3786,9492,5
3787,1465,4
3788,4029,4
3789,3827,4
3790,857,4
3791,8888,5
3792,1200,4
3793,8079,4
3794,4528,4
3795,8326,4
3796,6218,4
3797,5271,4
3798,9945,2
3799,758,4
3800,6104,4
3801,6225,4
3802,1399,5
3803,9305,4
3804,9617,5
3805,597,5
3806,7021,4
3807,1985,5
3808,9414,4
3809,887,3
3810,8210,4
3811,6635,4
3812,6351,5
3813,2971,4
3814,1702,4
3815,8163,4
3816,4438,5
3817,944,4
3818,8455,4
3819,5740,4
3820,5310,5
3821,8270,5
3822,2005,4
3823,1637,5
3824,5481,4
3825,7153,4
3826,3047,4
3827,8290,3
3828,5993,5
3829,3862,5
3830,332,5
3831,3809,4
3832,2330,4
3833,1899,4
3834,9021,4
3835,6224,4
3836,4283,5
3837,5182,4
3838,4984,5
3839,5371,4
3840,8445,4
3841,9424,5
3842,3268,5
3843,823,4
3844,8124,4
3845,5522,4
3846,7814,4
3847,127,4
3848,3156,5
3849,2413,4
3850,4637,4
3851,7271,4
3852,673,4
3853,5786,4
3854,7463,5
3855,431,4
3856,9356,5
3857,6890,5
3858,3428,4
3859,4914,5
3860,2325,5
3861,8499,4
3862,5691,4
3863,9642,5
3864,1495,4
3865,8379,4
3866,544,5
3867,8664,4
3868,4915,4
3869,3944,5
3870,1077,4
3871,9953,5
3872,2286,3
3873,3580,4
3874,2804,4
3875,4320,4
3876,8206,4
3877,9954,5
3878,1803,5
3879,6366,4
3880,862,5
3881,3775,5
3882,1477,5
3883,1399,5
3884,6666,4
3885,2714,5
3886,9289,5
3887,8705,4
3888,2689,4
3889,15,5
3890,8649,4
3891,2681,5
3892,7828,4
3893,9679,4
3894,1054,5
3895,874,4
3896,8651,4
3897,9626,2
3898,3598,5
3899,35,1
3900,4326,5
3901,3097,4
3902,6095,4
3903,6490,4
3904,7913,4
3905,173,5
3906,3188,5
3907,2701,5
3908,9770,4
3909,2470,5
3910,6532,4
3911,2337,3
3912,4038,4
3913,4188,3
3914,5511,5
3915,8051,4
3916,9942,4
3917,5586,4
3918,6125,5
3919,3144,6
3920,9033,4
3921,3818,5
3922,3754,5
3923,1786,4
3924,3017,4
3925,7683,4
3926,3195,4
3927,2308,5
3928,643,4
3929,8258,4
3930,9503,5
3931,9293,5
3932,3153,5
3933,4732,5
3934,6875,5
3935,7571,5
3936,9985,5
3937,3160,4
3938,874,4
3939,2159,5
3940,5118,4
3941,6552,5
3942,9218,4
3943,5110,3
3944,4250,4
3945,3489,4
3946,6031,4
3947,4239,4
3948,2997,4
3949,6548,5
3950,6901,4
3951,1671,4
3952,2709,4
3953,9030,5
3954,1086,5
3955,9941,5
3956,2816,4
3957,9856,5
3958,3851,5
3959,2902,4
3960,7645,3
3961,9858,5
3962,1481,4
3963,7475,4
3964,7133,4
3965,3945,5
3966,7011,4
3967,6298,4
3968,1367,4
3969,4636,4
3970,2373,4
3971,6548,5
3972,5460,4
3973,3605,4
3974,6525,5
3975,329,4
3976,2895,4
3977,1158,5
3978,4584,4
3979,7468,4
3980,7655,4
3981,3963,5
3982,2595,4
3983,629,4
3984,5433,4
3985,478,5
3986,8294,4
3987,6349,5
3988,5482,4
3989,6411,4
3990,8496,5
3991,8007,4
3992,3945,5
3993,8524,5
3994,3605,4
3995,8452,4
3996,7913,4
3997,966,5
3998,2557,4
3999,8715,5
4000,7825,5
4001,7820,4
4002,1531,2
4003,945,5
4004,3740,5
4005,7742,5
4006,4670,4
4007,5419,5
4008,7395,4
4009,6637,5
4010,5963,4
4011,9961,4
4012,5015,4
4013,7056,5
4014,9021,4
4015,8210,4
4016,9363,4
4017,820,4
4018,3311,5
4019,9089,4
4020,8811,5
4021,2767,5
4022,6013,4
4023,8857,3
4024,9921,5
4025,3105,5
4026,8921,5
4027,1481,4
4028,2723,3
4029,260,3
4030,66,4
4031,8412,5
4032,5142,4
4033,5496,4
4034,3264,4
4035,5123,5
4036,6758,3
4037,9985,5
4038,5494,3
4039,391,5
4040,8452,4
4041,895,5
4042,3980,5
4043,2697,4
4044,7645,3
4045,9142,4
4046,8338,5
4047,9021,4
4048,959,4
4049,1980,4
4050,7178,4
4051,9078,4
4052,3514,5
4053,5100,4
4054,7115,5
4055,1475,5
4056,9472,5
4057,7715,4
4058,8890,4
4059,8833,5
4060,6849,4
4061,6132,3
4062,1592,4
4063,2166,5
4064,3808,5
4065,3042,4
4066,4945,4
4067,3437,4
4068,3017,4
4069,3910,5
4070,7099,4
4071,6552,5
4072,6203,4
4073,361,4
4074,4402,4
4075,8717,5
4076,1381,5
4077,6430,5
4078,1592,4
4079,9355,4
4080,5224,5
4081,1329,4
4082,176,2
4083,4698,3
4084,7357,4
4085,6879,5
4086,2696,4
4087,7779,4
4088,4857,5
4089,3834,5
4090,3761,5
4091,7223,5
4092,9693,5
4093,8146,4
4094,1431,5
4095,7528,4
4096,2304,5
4097,7239,5
4098,6745,5
4099,5630,5
4100,6513,5
4101,918,5
4102,2857,5
4103,3798,3
4104,7308,4
4105,9128,5
4106,4557,5
4107,1026,4
4108,2119,4
4109,2330,4
4110,8068,4
4111,6065,4
4112,6031,4
4113,5421,5
4114,1642,5
4115,3167,4
4116,687,4
4117,8142,4
4118,7793,5
4119,7756,5
4120,7510,4
4121,7564,4
4122,1632,5
4123,1004,4
4124,531,5
4125,8087,4
4126,1304,4
4127,7621,4
4128,1986,4
4129,7564,4
4130,3373,4
4131,3047,4
4132,8888,5
4133,957,5
4134,8119,5
4135,8411,4
4136,9542,4
4137,4584,4
4138,415,4
4139,1207,4
4140,6513,5
4141,8687,5
4142,5884,4
4143,9356,5
4144,9290,5
4145,5914,4
4146,9326,4
4147,9158,5
4148,7032,5
4149,3911,4
4150,2059,5
4151,766,4
4152,5947,5
4153,4350,4
4154,6677,5
4155,9386,5
4156,7621,4
4157,8285,4
4158,1661,5
4159,4308,5
4160,1150,5
4161,8621,5
4162,9042,5
4163,8919,3
4164,7770,4
4165,4008,5
4166,1431,5
4167,5132,5
4168,3047,4
4169,2100,5
4170,1962,4
4171,7609,4
4172,3070,5
4173,3437,4
4174,4343,5
4175,9701,4
4176,7814,4
4177,7193,4
4178,9283,5
4179,4180,5
4180,3717,4
4181,8445,4
4182,4246,4
4183,2177,4
4184,8435,5
4185,6485,5
4186,7530,3
4187,1223,4
4188,8347,2
4189,4136,5
4190,1980,4
4191,6947,4
4192,9632,4
4193,8630,5
4194,3615,5
4195,5730,4
4196,4227,5
4197,9809,5
4198,2036,4
4199,4738,4
4200,9626,2
4201,2566,4
4202,8842,4
4203,9530,4
4204,343,4
4205,2314,4
4206,779,5
4207,4560,4
4208,2964,5
4209,8920,5
4210,8116,4
4211,1933,4
4212,2704,5
4213,8946,5
4214,195,3
4215,8716,4
4216,7308,4
4217,9350,4
4218,7193,4
4219,7925,4
4220,5700,5
4221,5383,5
4222,5182,4
4223,3191,4
4224,7779,4
4225,3146,4
4226,6037,5
4227,668,4
4228,5745,4
4229,8822,4
4230,5076,3
4231,7351,4
4232,5768,4
4233,2696,4
4234,3489,4
4235,1248,3
4236,7089,5
4237,5629,5
4238,5006,3
4239,5076,3
4240,8534,5
4241,1058,3
4242,6582,5
4243,1399,5
4244,7426,5
4245,7774,4
4246,2337,3
4247,8344,4
4248,5730,4
4249,5768,4
4250,1415,3
4251,2844,5
4252,3358,5
4253,760,5
4254,411,5
4255,9279,4
4256,364,5
4257,459,4
4258,2865,4
4259,6808,5
4260,6653,4
4261,7512,3
4262,4996,4
4263,1578,5
4264,1613,4
4265,5691,4
4266,6619,5
4267,6275,5
4268,7851,5
4269,9123,5
4270,820,4
4271,3809,4
4272,3875,5
4273,9201,4
4274,240,4
4275,1853,5
4276,6735,5
4277,1531,2
4278,1378,5
4279,5889,4
4280,5651,5
4281,9889,5
4282,5496,4
4283,2075,4
4284,3947,5
4285,2782,5
4286,5423,5
4287,7297,4
4288,1242,4
4289,8261,5
4290,4061,4
4291,7060,5
4292,9514,4
4293,766,4
4294,6845,4
4295,7648,5
4296,1610,5
4297,2330,4
4298,7533,4
4299,2919,5
4300,9201,4
4301,21,5
4302,4698,3
4303,9317,2
4304,9458,5
4305,9898,4
4306,8579,5
4307,7063,4
4308,6769,4
4309,967,4
4310,1073,5
4311,6659,4
4312,5076,3
4313,158,5
4314,7476,5
4315,1180,4
4316,9427,4
4317,2336,4
4318,9248,5
4319,8644,4
4320,4002,3
4321,9062,5
4322,7252,4
4323,4695,4
4324,2330,4
4325,4239,4
4326,2036,4
4327,5058,5
4328,2127,4
4329,9387,5
4330,3070,5
4331,3544,5
4332,9735,4
4333,2138,5
4334,1974,5
4335,3120,5
4336,9514,4
4337,1578,5
4338,8467,4
4339,8328,5
4340,7591,4
4341,6824,5
4342,8865,4
4343,2075,4
4344,7174,4
4345,8196,5
4346,4139,5
4347,8919,3
4348,1064,3
4349,7579,5
4350,656,3
4351,2696,4
4352,1220,4
4353,4277,3
4354,4837,4
4355,643,4
4356,9845,4
4357,1595,5
4358,9941,5
4359,3651,4
4360,8628,5
4361,1933,4
4362,7475,4
4363,8916,4
4364,3047,4
4365,4695,4
4366,839,3
4367,823,4
4368,7474,4
4369,1988,5
4370,6137,5
4371,7639,5
4372,1419,4
4373,7176,4
4374,8487,4
4375,1710,4
4376,2701,5
4377,6296,4
4378,6166,4
4379,8078,5
4380,6810,4
4381,1985,5
4382,9562,4
4383,8159,4
4384,5156,4
4385,5038,5
4386,2208,4
4387,8290,3
4388,577,5
4389,3507,5
4390,9516,4
4391,2895,4
4392,459,4
4393,9856,5
4394,415,4
4395,6252,4
4396,8839,4
4397,2825,4
4398,8132,5
4399,6921,4
4400,5361,5
4401,3286,5
4402,4743,3
4403,1200,4
4404,1120,5
4405,4768,5
4406,7709,4
4407,2427,5
4408,7851,5
4409,3393,5
4410,6137,5
4411,1207,4
4412,2317,5
4413,8130,4
4414,1207,4
4415,9497,4
4416,6640,5
4417,5510,5
4418,7249,5
4419,4528,4
4420,677,5
4421,6672,4
4422,6046,4
4423,6381,4
4424,2902,4
4425,8583,5
4426,9186,4
4427,9571,3
4428,7489,4
4429,7571,5
4430,2804,4
4431,2891,5
4432,2660,4
4433,2641,5
4434,9807,5
4435,668,4
4436,3605,4
4437,6752,4
4438,2035,4
4439,9612,4
4440,8617,4
4441,6018,4
4442,6559,4
4443,6769,4
4444,6752,4
4445,8760,4
4446,5141,4
4447,7133,4
4448,8348,5
4449,3558,4
4450,2533,4
4451,87,5
4452,8210,4
4453,1481,4
4454,2475,5
4455,2833,4
4456,3472,4
4457,1002,5
4458,3167,4
4459,9283,5
4460,9414,4
4461,9484,3
4462,4082,3
4463,311,6
4464,5346,4
4465,6755,3
4466,8644,4
4467,9305,4
4468,5881,4
4469,4022,5
4470,3155,4
4471,9514,4
4472,8051,4
4473,7564,4
4474,5506,5
4475,4478,4
4476,8206,4
4477,5522,4
4478,839,3
4479,340,5
4480,7104,5
4481,146,3
4482,255,4
4483,8335,3
4484,732,4
4485,2902,4
4486,1903,5
4487,3155,4
4488,4899,5
4489,6031,4
4490,1477,5
4491,874,4
4492,8159,4
4493,5554,5
4494,468,5
4495,2757,4
4496,9273,5
4497,803,4
4498,984,5
4499,3108,4
4500,9015,5
4501,4638,4
4502,8662,5
4503,9460,5
4504,5745,4
4505,7955,5
4506,8651,4
4507,3081,5
4508,4305,5
4509,1428,4
4510,9623,5
4511,9427,4
4512,2326,5
4513,8229,4
4514,8755,5
4515,9399,4
4516,8994,3
4517,624,5
4518,9569,5
4519,7140,5
4520,5464,4
4521,9066,5
4522,5512,5
4523,3897,3
4524,4557,5
4525,6907,5
4526,2169,5
4527,7449,5
4528,5006,3
4529,4128,5
4530,6187,5
4531,7106,5
4532,2517,4
4533,2642,5
4534,2330,4
4535,6822,4
4536,4391,5
4537,4705,5
4538,1495,4
4539,1329,4
4540,4186,4
4541,1004,4
4542,1814,4
4543,9497,4
4544,4561,5
4545,4695,4
4546,9668,5
4547,7775,5
4548,5141,4
4549,4597,5
4550,176,2
4551,4002,3
4552,4590,4
4553,3031,4
4554,4673,5
4555,2304,5
4556,8497,4
4557,9406,4
4558,6693,4
4559,4857,5
4560,9571,3
4561,9355,4
4562,6203,4
4563,5446,4
4564,8695,4
4565,4898,5
4566,5136,4
4567,1928,5
4568,8445,4
4569,1200,4
4570,3155,4
4571,4461,4
4572,2686,4
4573,9319,5
4574,1971,4
4575,4987,5
4576,1060,4
4577,6685,4
4578,9639,4
4579,8925,5
4580,5337,5
4581,8091,5
4582,6876,5
4583,6097,4
4584,536,3
4585,9280,4
4586,6949,4
4587,6758,3
4588,9685,5
4589,1613,4
4590,5076,3
4591,9363,4
4592,2314,4
4593,1477,5
4594,3522,3
4595,7770,4
4596,4785,4
4597,9423,4
4598,8719,3
4599,9480,5
4600,1806,4
4601,9854,4
4602,3037,4
4603,806,4
4604,6822,4
4605,1928,5
4606,8674,5
4607,9895,5
4608,1225,3
4609,2742,4
4610,9895,5
4611,1281,4
4612,1266,4
4613,9954,5
4614,9397,5
4615,1216,4
4616,4557,5
4617,5485,3
4618,1218,4
4619,2336,4
4620,8651,4
4621,766,4
4622,3195,4
4623,6661,5
4624,9280,4
4625,9300,4
4626,3284,5
4627,1111,4
4628,7859,4
4629,4934,5
4630,9953,5
4631,4806,4
4632,901,5
4633,8198,5
4634,6663,4
4635,3717,4
4636,1643,3
4637,990,3
4638,1415,3
4639,9467,5
4640,6809,4
4641,8326,4
4642,3558,4
4643,9674,3
4644,4670,4
4645,1384,4
4646,3050,5
4647,4224,5
4648,4936,5
4649,6069,5
4650,577,5
4651,9397,5
4652,227,4
4653,6911,4
4654,3047,4
4655,8206,4
4656,7476,5
4657,8523,4
4658,8457,4
4659,1643,3
4660,3770,4
4661,2330,4
4662,5279,4
4663,3567,5
4664,8003,5
4665,943,5
4666,8305,5
4667,2466,4
4668,4585,5
4669,5586,4
4670,8121,3
4671,9458,5
4672,1804,4
4673,7063,4
4674,9110,5
4675,8098,4
4676,3373,4
4677,5337,5
4678,7193,4
4679,5100,4
4680,6931,5
4681,2315,4
4682,9009,4
4683,4186,4
4684,5204,4
4685,1470,4
4686,4857,5
4687,2054,5
4688,7178,4
4689,749,5
4690,1021,5
4691,4261,4
4692,17,4
4693,8452,4
4694,3076,5
4695,3306,3
4696,5791,5
4697,6990,5
4698,9626,2
4699,8116,4
4700,6388,5
4701,8744,4
4702,672,5
4703,1643,3
4704,5299,5
4705,3379,4
4706,1364,4
4707,631,4
4708,7368,4
4709,5252,5
4710,475,4
4711,1158,5
4712,4597,5
4713,2701,5
4714,1446,4
4715,3423,4
4716,5502,4
4717,7210,4
4718,2055,5
4719,1481,4
4720,9078,4
4721,3273,5
4722,4899,5
4723,9932,4
4724,7909,5
4725,1477,5
4726,7439,4
4727,9497,4
4728,9725,4
4729,5530,4
4730,9683,5
4731,5338,5
4732,6298,4
4733,857,4
4734,2315,4
4735,3087,4
4736,5517,5
4737,2348,4
4738,4880,3
4739,4465,4
4740,944,4
4741,5412,4
4742,5846,5
4743,176,2
4744,9854,4
4745,3076,5
4746,7106,5
4747,2036,4
4748,8456,5
4749,3624,5
4750,4079,5
4751,6942,4
4752,2184,5
4753,5459,4
4754,7052,4
4755,2075,4
4756,9916,4
4757,2912,4
4758,2260,5
4759,7399,5
4760,5877,4
4761,9926,5
4762,5467,5
4763,8964,4
4764,2436,5
4765,9770,4
4766,8913,4
4767,1757,5
4768,1060,4
4769,1493,4
4770,4996,4
4771,2816,4
4772,5346,4
4773,7782,5
4774,1592,4
4775,6116,4
4776,3729,5
4777,2392,4
4778,427,5
4779,9497,4
4780,4744,5
4781,4265,5
4782,2818,5
4783,8051,4
4784,3631,4
4785,4082,3
4786,6849,4
4787,4250,4
4788,8132,5
4789,1234,5
4790,4188,3
4791,7564,4
4792,8901,5
4793,5955,4
4794,4850,4
4795,5154,5
4796,1633,4
4797,3160,4
4798,3809,4
4799,9513,5
4800,8026,5
4801,7061,4
4802,3746,4
4803,6809,4
4804,5035,4
4805,859,5
4806,6038,3
4807,9186,4
4808,8521,5
4809,9142,4
4810,1027,4
4811,6618,5
4812,4558,5
4813,610,4
4814,9248,5
4815,4239,4
4816,2903,4
4817,1925,5
4818,3960,4
4819,4366,4
4820,9078,4
4821,8913,4
4822,5485,3
4823,5686,5
4824,8878,4
4825,3085,5
4826,6095,4
4827,5963,4
4828,8229,4
4829,9500,4
4830,2337,3
4831,8833,5
4832,1849,4
4833,5884,4
4834,7779,4
4835,852,4
4836,4353,4
4837,4698,3
4838,9622,5
4839,9199,5
4840,6849,4
4841,8720,5
4842,6296,4
4843,1913,5
4844,1218,4
4845,1324,4
4846,1803,5
4847,3186,4
4848,7427,5
4849,87,5
4850,9910,3
4851,6258,5
4852,4997,5
4853,3197,4
4854,6524,4
4855,4994,4
4856,1223,4
4857,4785,4
4858,274,4
4859,2304,5
4860,9976,4
4861,1016,5
4862,5156,4
4863,9913,5
4864,2325,5
4865,8467,4
4866,6635,4
4867,7164,5
4868,6519,5
4869,4638,4
4870,7777,4
4871,9479,4
4872,4234,5
4873,9994,5
4874,2467,4
4875,4163,4
4876,3573,5
4877,9946,5
4878,2565,4
4879,1731,5
4880,1531,2
4881,2494,5
4882,4200,3
4883,3484,5
4884,5146,5
4885,9804,5
4886,8418,4
4887,7592,4
4888,6660,4
4889,1634,5
4890,9926,5
4891,4246,4
4892,8210,4
4893,7528,4
4894,1577,5
4895,2395,4
4896,5273,5
4897,8163,4
4898,1849,4
4899,4246,4
4900,7823,5
4901,7885,4
4902,1021,5
4903,6552,5
4904,8272,5
4905,2105,3
4906,362,5
4907,2167,5
4908,5691,4
4909,7512,3
4910,3557,5
4911,2371,4
4912,4943,5
4913,9566,5
4914,1355,4
4915,8719,3
4916,9286,5
4917,2584,5
4918,2286,3
4919,7270,5
4920,3544,5
4921,5763,5
4922,1049,5
4923,3047,4
4924,7825,5
4925,8040,4
4926,3379,4
4927,7011,4
4928,3030,4
4929,971,4
4930,673,4
4931,5369,5
4932,7528,4
4933,9326,4
4934,3489,4
4935,9515,5
4936,7609,4
4937,8294,4
4938,7,5
4939,7839,4
4940,7556,5
4941,9280,4
4942,7263,5
4943,3108,4
4944,7532,5
4945,1133,3
4946,8035,4
4947,6335,4
4948,8074,5
4949,3117,5
4950,5398,5
4951,1942,5
4952,4499,5
4953,1837,5
4954,9991,5
4955,6035,4
4956,1635,5
4957,8133,5
4958,9047,4
4959,4186,4
4960,7384,4
4961,8022,4
4962,8985,5
4963,3114,5
4964,3827,4
4965,7444,5
4966,799,4
4967,6672,4
4968,8543,3
4969,1806,4
4970,538,5
4971,1121,4
4972,7763,4
4973,5337,5
4974,9674,3
4975,8147,4
4976,6601,4
4977,4149,5
4978,1896,5
4979,9762,4
4980,3047,4
4981,2696,4
4982,9406,4
4983,99,4
4984,9335,4
4985,8294,4
4986,5534,4
4987,2908,4
4988,7229,4
4989,1507,5
4990,5836,5
4991,3225,4
4992,9854,4
4993,3030,4
4994,4188,3
4995,415,4
4996,9082,3
4997,3717,4
4998,9059,4
4999,6116,4
5000,8725,4
5001,6962,5
5002,8383,5
5003,1454,5
5004,5441,5
5005,7820,4
5006,176,2
5007,1100,5
5008,874,4
5009,99,4
5010,4698,3
5011,4703,4
5012,4509,5
5013,4757,5
5014,9912,5
5015,8975,3
5016,7179,4
5017,329,4
5018,3960,4
5019,8524,5
5020,4541,5
5021,7683,4
5022,7885,4
5023,7476,5
5024,8035,4
5025,9033,4
5026,9942,4
5027,6225,4
5028,6618,5
5029,7395,4
5030,7077,4
5031,2267,4
5032,8286,4
5033,7564,4
5034,8644,4
5035,1064,3
5036,4277,3
5037,9206,5
5038,3911,4
5039,2273,4
5040,3193,5
5041,2111,4
5042,5412,4
5043,4377,5
5044,5163,5
5045,7265,5
5046,8827,5
5047,3076,5
5048,9783,3
5049,3666,5
5050,9333,5
5051,5010,4
5052,2384,5
5053,1479,5
5054,1481,4
5055,5854,5
5056,592,5
5057,6886,4
5058,6371,4
5059,3042,4
5060,622,5
5061,7709,4
5062,3818,5
5063,1525,5
5064,9701,4
5065,5522,4
5066,7368,4
5067,9447,4
5068,2062,4
5069,1341,4
5070,8335,3
5071,8854,4
5072,1296,5
5073,2170,5
5074,4162,6
5075,1419,4
5076,9317,2
5077,2174,4
5078,9809,5
5079,6744,4
5080,8499,4
5081,238,5
5082,4975,5
5083,569,5
5084,3523,5
5085,6672,4
5086,5030,5
5087,7418,5
5088,4840,5
5089,4747,5
5090,6203,4
5091,2658,5
5092,9770,4
5093,2738,5
5094,738,5
5095,659,4
5096,7885,4
5097,1786,4
5098,3897,3
5099,5496,4
5100,146,3
5101,9554,5
5102,2616,4
5103,2458,4
5104,3537,4
5105,8616,5
5106,6650,5
5107,6524,4
5108,6031,4
5109,2555,4
5110,9945,2
5111,4945,4
5112,5830,5
5113,7399,5
5114,4594,4
5115,2160,4
5116,6935,5
5117,1545,4
5118,115,3
5119,3087,4
5120,6791,5
5121,2286,3
5122,9021,4
5123,9845,4
5124,2377,5
5125,6104,4
5126,9142,4
5127,4343,5
5128,9622,5
5129,2697,4
5130,4806,4
5131,5483,5
5132,4528,4
5133,832,4
5134,4608,4
5135,9555,4
5136,4188,3
5137,2437,4
5138,8983,5
5139,4695,4
5140,6038,3
5141,656,3
5142,4277,3
5143,9511,5
5144,8068,4
5145,3575,5
5146,4785,4
5147,4987,5
5148,9919,4
5149,2371,4
5150,6061,5
5151,6207,5
5152,528,5
5153,2689,4
5154,8644,4
5155,8210,4
5156,8335,3
5157,5011,5
5158,7097,5
5159,4427,4
5160,729,4
5161,4061,4
5162,2658,5
5163,7368,4
5164,9002,5
5165,4828,5
5166,2571,6
5167,2724,5
5168,2269,5
5169,9327,3
5170,563,4
5171,9023,5
5172,9327,3
5173,1717,4
5174,7977,4
5175,9397,5
5176,7025,5
5177,3708,5
5178,9623,5
5179,9335,4
5180,852,4
5181,142,5
5182,4550,3
5183,4560,4
5184,9985,5
5185,2878,4
5186,5322,4
5187,17,4
5188,3834,5
5189,2111,4
5190,6142,5
5191,3507,5
5192,2917,5
5193,5884,4
5194,667,4
5195,5586,4
5196,8028,5
5197,692,5
5198,1971,4
5199,5730,4
5200,8563,5
5201,2816,4
5202,5745,4
5203,153,4
5204,1890,3
5205,2286,3
5206,7449,5
5207,5517,5
5208,1027,4
5209,1062,4
5210,2333,4
5211,1673,4
5212,2161,5
5213,9608,5
5214,9350,4
5215,4698,3
5216,3246,5
5217,3796,5
5218,677,5
5219,2668,5
5220,954,5
5221,8336,5
5222,7652,5
5223,8685,4
5224,9280,4
5225,7193,4
5226,6801,5
5227,5836,5
5228,3225,4
5229,8266,5
5230,2166,5
5231,4516,4
5232,8399,5
5233,8068,4
5234,7800,3
5235,6901,4
5236,7401,4
5237,4261,4
5238,1364,4
5239,4826,5
5240,8827,5
5241,4302,4
5242,2697,4
5243,4703,4
5244,8040,4
5245,9172,4
5246,7210,4
5247,7530,3
5248,674,4
5249,3357,5
5250,9397,5
5251,4074,5
5252,9770,4
5253,2273,4
5254,9363,4
5255,8887,5
5256,6024,4
5257,4351,5
5258,2130,5
5259,7265,5
5260,7990,5
5261,2859,5
5262,179,5
5263,871,5
5264,53,4
5265,5668,4
5266,4353,4
5267,8644,4
5268,5154,5
5269,1786,4
5270,6116,4
5271,536,3
5272,1633,4
5273,1962,4
5274,2878,4
5275,2371,4
5276,3302,5
5277,4261,4
5278,887,3
5279,4002,3
5280,7776,4
5281,6809,4
5282,4918,4
5283,7439,4
5284,3285,4
5285,592,5
5286,4918,4
5287,4195,5
5288,3620,5
5289,6024,4
5290,3605,4
5291,9741,5
5292,905,5
5293,6537,5
5294,8210,4
5295,8347,2
5296,9770,4
5297,1253,5
5298,7856,4
5299,1428,4
5300,5201,5
5301,9221,5
5302,5234,4
5303,1540,4
5304,7530,3
5305,5267,5
5306,450,4
5307,9626,2
5308,5786,4
5309,9555,4
5310,8854,4
5311,8704,4
5312,5581,5
5313,3354,4
5314,9733,5
5315,1068,5
5316,8286,4
5317,9026,4
5318,2971,4
5319,4487,5
5320,5749,5
5321,9317,2
5322,1643,3
5323,9186,4
5324,9218,4
5325,9100,5
5326,5481,4
5327,2721,4
5328,1030,4
5329,9082,3
5330,5295,3
5331,4739,5
5332,7935,5
5333,8495,4
5334,3519,5
5335,3615,5
5336,5035,4
5337,2500,4
5338,9562,4
5339,9216,5
5340,3943,4
5341,4222,5
5342,130,4
5343,6789,5
5344,6490,4
5345,6568,5
5346,536,3
5347,7742,5
5348,7346,4
5349,7258,5
5350,7005,4
5351,3372,5
5352,9033,4
5353,2478,5
5354,9356,5
5355,4326,5
5356,5768,4
5357,8651,4
5358,8459,5
5359,5204,4
5360,6752,4
5361,7251,4
5362,2566,4
5363,9933,4
5364,6411,4
5365,8121,3
5366,255,4
5367,3912,5
5368,4319,5
5369,7913,4
5370,3558,4
5371,3522,3
5372,5744,4
5373,6942,4
5374,1971,4
5375,3047,4
5376,4584,4
5377,7609,4
5378,2827,5
5379,4180,5
5380,4206,6
5381,3246,5
5382,1158,5
5383,7308,4
5384,1344,5
5385,4060,5
5386,2582,5
5387,8881,5
5388,1032,5
5389,2413,4
5390,9674,3
5391,3703,4
5392,901,5
5393,2127,4
5394,5038,5
5395,5441,5
5396,534,5
5397,8305,5
5398,4462,4
5399,6335,4
5400,528,5
5401,810,5
5402,967,4
5403,7694,5
5404,6822,4
5405,7407,3
5406,6623,5
5407,7777,4
5408,8495,4
5409,7210,4
5410,9596,4
5411,8701,5
5412,3897,3
5413,672,5
5414,7466,5
5415,9257,5
5416,7676,5
5417,3155,4
5418,6490,4
5419,7779,4
5420,2757,4
5421,806,4
5422,3288,5
5423,6532,4
5424,3047,4
5425,5035,4
5426,7557,5
5427,6465,5
5428,6962,5
5429,1120,5
5430,6804,4
5431,2004,4
